"id","season_id","franchise_id","season_episode_num","title","air_date","description"
"F10S06E06","F10S06","F10","6","""Oh No She Betta Don't!""",2014-03-31,"For the mini-challenge, the queens read each other. Darienne Lake wins the mini-challenge. For the main challenge, the queens will form two teams and rap battle to ""Oh No She Betta Don't!"" As winner of the mini-challenge, Darienne Lake gets to assign the teams. Adore Delano, Bianca Del Rio, Courtney Act, Darienne Lake and Laganja Estranja form ""The Panty Hos"". BenDeLaCreme, Joslyn Fox, Milk and Trinity K. Bonet form the ""Ru-Tang Clan"".
On the runway, category is Crazy, Sexy, Cool. Adore Delano, Bianca Del Rio and Joslyn Fox receive positive critiques, with Adore Delano winning the challenge. Darienne Lake, Milk and Trinity K. Bonet receive negative critiques, with Darienne Lake being safe. Milk and Trinity K. Bonet lip-sync to ""Whatta Man"" by Salt-n-Pepa with En Vogue. Trinity K. Bonet wins the lip-sync and Milk sashays away.

Guest Judges: Eve and Trina
Mini-Challenge: ""Reading is Fundamental""
Mini-Challenge Winner: Darienne Lake
Main Challenge: Rap battle in teams to ""Oh No She Betta Don't""
Challenge Winner: Adore Delano
Runway Theme: Crazy, Sexy, Cool
Main Challenge Prize: Collection of custom-made jewelry
Bottom Two: Milk and Trinity K. Bonet
Lip Sync Song: ""Whatta Man"" by Salt-n-Pepa with En Vogue
Eliminated: Milk
Farewell message: ""It's Milkin' time! ♡ you girls! Big + scary forever (drawing of cow udders)"""
"F10S06E07","F10S06","F10","7","""Glamazon by Colorevolution""",2014-04-07,"For the mini-challenge, the queens must design nails and hand model fruits and vegetables. Laganja Estranja wins the mini-challenge. For the main challenge, in pairs, the queens will record an infomercial for RuPaul's Glamazon Cosmetics. For winning the mini-challenge, Laganja Estranja gets to assign the pairs. She chooses Adore Delano for her team. She then pairs up BenDeLaCreme & Darienne Lake, Bianca Del Rio & Trinity K. Bonet, and Courtney Act & Joslyn Fox.
On the runway, category is Black and White Drama. Ru then announces that the queens will be judged in pairs. Adore Delano & Laganja Estranja and Bianca Del Rio & Trinity K. Bonet receive positive critiques, with Adore Delano and Laganja Estranja winning the challenge. BenDeLaCreme & Darienne Lake and Courtney Act & Joslyn Fox receive negative critiques, with BenDeLaCreme and Darienne Lake announced as the bottom two. They lip-sync to ""Point of No Return"" by Exposé. They both are announced winners of the lip-sync and no one goes home.

Guest Judges: Leah Remini and Lainie Kazan
Mini-Challenge: Designing nails and hand modeling fruits and vegetables
Mini-Challenge Winner: Laganja Estranja
Main Challenge: Record an infomercial for Rupaul's Glamazon Cosmetics
Runway Theme: Black and White Drama
Challenge Winners: Adore Delano and Laganja Estranja
Main Challenge Prize: Skincare products from Lather
Bottom Two: BenDeLaCreme and Darienne Lake
Lip Sync Song: ""Point of No Return"" by Exposé
Eliminated: None"
"F10S06E08","F10S06","F10","8","""Drag Queens of Comedy""",2014-04-07,"For this week's mini-challenge, the queens must lip-sync to a RuPaul song upside down. Joslyn Fox wins the mini-challenge. For the main challenge, the queens must perform a stand-up comedy act in front of the judges and a live audience.
On the runway, Bianca Del Rio, Darienne Lake and Trinity K. Bonet receive positive critiques, with Bianca Del Rio winning the challenge. BenDeLaCreme, Joslyn Fox and Laganja Estranja receive negative critiques, with BenDeLaCreme being safe. Joslyn Fox and Laganja Estranja lip-sync to ""Stupid Girls"" by Pink. Joslyn Fox wins the lip-sync and Laganja Estranja sashays away.

Guest Judges: Bruce Vilanch and Jaime Pressly
Mini-Challenge: Lip-sync to a RuPaul song upside down
Mini-Challenge Winner: Joslyn Fox
Main Challenge: Performing a stand-up comedy act in front of a live audience
Challenge Winner: Bianca Del Rio
Main Challenge Prize: A one-of-a-kind gown designed by Marco Marco
Bottom Two: Joslyn Fox and Laganja Estranja
Lip Sync Song: ""Stupid Girls"" by Pink
Eliminated: Laganja Estranja
Farewell message: ""xoxo, Ganja"""
"F10S06E09","F10S06","F10","9","""Drag Queens of Talk""",2014-04-14,"For the mini-challenge, the queens play ""Hung Men"", a hangman inspired challenge. BenDeLaCreme wins the mini-challenge. For the main challenge, the queens will guest host The RuPaul Show and interview special guests Chaz Bono and Georgia Holt.
On the runway, category is Animal Kingdom Couture. BenDeLaCreme and Courtney Act receive positive critiques, with Courtney Act winning the challenge. Adore Delano, Joslyn Fox and Trinity K. Bonet receive negative critiques, with Joslyn Fox being safe. Adore Delano and Trinity K. Bonet lip-sync to ""Vibeology"" by Paula Abdul. Adore Delano wins the lip-sync and Trinity K. Bonet sashays away.

Guest Judges: Chaz Bono, Georgia Holt, and Paula Abdul
Mini-Challenge: ""Hung Men"", a hangman inspired challenge
Mini-Challenge Winner: BenDeLaCreme
Main Challenge: Guest hosting The RuPaul Show and interviewing celebrity guests
Runway Theme: Animal Kingdom Couture
Challenge Winner: Courtney Act
Main Challenge Prize: Wig wardrobe from Outfiters Wig and a one-year haircare supply from Aquage
Bottom Two: Adore Delano and Trinity K. Bonet
Lip Sync Song: ""Vibeology"" by Paula Abdul
Eliminated: Trinity K. Bonet
Farewell message: ""Be cool, Be nice, Be you. xoxo TKB"""
"F10S06E10","F10S06","F10","10","""Drag My Wedding""",2014-04-21,"For the mini-challenge, the queens will do abstract paintings using their bodies in honor of same-sex marriage . Bianca Del Rio wins the mini-challenge. For the main challenge, the queens will transform grooms into brides for a drag wedding, with their spouses. 
On the runway, BenDeLaCreme and Bianca Del Rio receive positive critiques, with Bianca Del Rio winning the challenge. Adore Delano, Darienne Lake and Joslyn Fox receive negative critiques, with Darienne Lake being safe. Adore Delano and Joslyn Fox lip-sync to ""Think"" by Aretha Franklin. Adore Delano wins the lip-sync and Joslyn Fox sashays away.

Guest Judges: Neil Patrick Harris and David Burtka
Mini-Challenge: Do abstract paintings using their bodies in honor of same-sex marriage
Mini-Challenge Winner: Bianca Del Rio
Main Challenge: Transform grooms into brides for a wedding
Challenge Winner: Bianca Del Rio
Main Challenge Prize: Trip for two to Hawaii
Bottom Two: Adore Delano and Joslyn Fox
Lip-Sync Song: ""Think"" by Aretha Franklin
Eliminated:  Joslyn Fox
Farewell message: ""Forever Sisters: Keep It Foxy! Love Your Guts! Joslyn ♡"""
"F10S06E11","F10S06","F10","11","""Glitter Ball""",2014-04-28,"For the mini-challenge, the queens will have a bitchfest with puppets. BenDeLaCreme wins the mini-challenge. For the main challenge, the queens will design three looks for the Glitter Ball: Banjee Girl Bling, Platinum Card Executive Realness and Dripping in Jewels Eleganza, designed by an actual jewel.

Adore Delano - Diamond
BenDeLaCreme - Rose Quartz
Bianca Del Rio - Sapphire
Courtney Act - Ruby
Darienne Lake - TopazOn the runway, Adore Delano and Bianca Del Rio receive positive critiques, with Adore Delano winning the challenge. BenDeLaCreme, Courtney Act and Darienne Lake receive negative critiques, with Courtney Act being safe. BenDeLaCreme and Darienne Lake lip-sync to ""Stronger (What Doesn't Kill You)"" by Kelly Clarkson. Darienne Lake wins the lip-sync and BenDeLaCreme sashays away.

Guest Judges: Bob Mackie and Khloe Kardashian
Mini-Challenge: Everybody Loves Puppets
Mini-Challenge Winner: BenDeLaCreme
Main Challenge: The Glitter Ball
Runway Themes: Banjee Girl Bling, Platinum Card Executive Realness, and Dripping in Jewels Eleganza
Challenge Winner: Adore Delano
Main Challenge Prize: A costume from Kicka Custom Design
Bottom Two: BenDeLaCreme and Darienne Lake
Lip-Sync Song: ""Stronger (What Doesn't Kill You)"" by Kelly Clarkson
Eliminated: BenDeLaCreme
Farewell message: ""Dear top 4- howz it going? I'm doing pretty good. Sometimes you have to have Mama Ru yell atcha a bunch of times before it sinks in. I guess I never reached that number of times, Darian. I knew the second I was up against you i waz out the door. You get it lady. I wish you all the luck in the world and only harbor enough resentment to write a long pointless message that you will have to clean and clean and clean and clean. But fo real tho you girlz are my heroes. XX BDLC"""
"F10S06E12","F10S06","F10","12","""Sissy That Walk!""",2014-05-05,"For the final challenge of the season, the queens will star in RuPaul's music video for ""Sissy That Walk"" as well as star in two acting scenes. The queens walk the runway one last time. RuPaul then tells the queens that they will all be lip-syncing, and one queen will be eliminated and not move on to the finale. The four remaining queens then lip-sync to ""Sissy That Walk"" by RuPaul. Darienne Lake is then eliminated, with Adore Delano, Bianca Del Rio and Courtney Act being the finalists of the season.

Special Guests: Mathu Andersen and Jamal Sims
Main Challenge: Starring in RuPaul's music video Sissy That Walk as well as in two acting scenes
Lip-Sync Song: ""Sissy That Walk"" by RuPaul
Eliminated: Darienne Lake"
"F10S06E13","F10S06","F10","13","""Countdown to the Crown""",2014-05-12,"This week's episode takes a look back on the highlights, low-lights, and previously unseen footage from the season using various countdowns. In addition, past contestants Alaska, Jinkx Monsoon, Jujubee, Latrice Royale, Manila Luzon, Raja, Raven, Shangela Laquifa Wadley, Sharon Needles (impersonating Michelle Visage), and Tammie Brown also appeared, giving their opinions on the season and the contestants."
"F10S06E14","F10S06","F10","14","""Reunited!""",2014-05-19,"All the queens return for the reunion. It is announced that Miss Congeniality has been awarded to BenDeLaCreme. It is then announced that Bianca Del Rio is the winner, leaving Adore Delano and Courtney Act as the runners-up.

Miss Congeniality: BenDeLaCreme
Runners-up: Adore Delano and Courtney Act
Winner of RuPaul's Drag Race Season Six: Bianca Del Rio"
"F10S07E01","F10S07","F10","1","""Born Naked""",2015-03-02,"Fourteen new queens enter the workroom. For the first mini-challenge, the queens must walk the runway showing off two looks; one from their spring collection, and the other from their fall collection. For the mini-challenge, the queens must create a resort-wear tearaway to reveal a nude illusion.
On the runway, Kennedy Davenport, Miss Fame and Violet Chachki receive positive critiques, with Violet Chachki winning the challenge. Jasmine Masters, Kandy Ho, Sasha Belle and Tempest DuJour receive negative critiques, with Kandy Ho and Tempest DuJour landing in the bottom two. The two lip-sync to ""Geronimo"" by RuPaul. Kandy Ho wins the lip-sync and Tempest DuJour sashays away.

Guest Judge: Kathy Griffin
Alternating Judges: Ross Mathews and Carson Kressley
Mini-Challenge: Walk the runway showing off two looks; one from their spring collection, the other from their fall collection.
Maxi Challenge: Create a resort-wear tearaway to reveal a nude illusion.
Runway Theme: Nude Illusion
Challenge Winner: Violet Chachki
Maxi Challenge Prize: A gag-worthy supply of D-Koye, the product, hair care.
Bottom Two: Kandy Ho and Tempest DuJour
Lip Sync Song: ""Geronimo"" by RuPaul
Eliminated: Tempest DuJour
Farewell message: ""Love yourself. Live your truth. You're never too old to dream. xoxo, Tempest"""
"F10S07E02","F10S07","F10","2","""Glamazonian Airways""",2015-03-09,"For this week's mini-challenge, the queens must give face while the pit-crew blows them with a leaf blower. Ginger Minj and Trixie Mattel win the mini-challenge and become team captains for the main challenge. For the main challenge, in teams, the queens will perform a mash-up of spoken word and song for a pre-flight safety video for Glamazonian Airways. Ginger chooses Jaidynn Diore Fierce, Jasmine Masters, Kandy Ho, Kennedy Davenport, Mrs. Kasha Davis and Sasha Belle for her team. Trixie chooses Katya, Max, Miss Fame, Pearl and Violet Chachki for her team.
On the runway, category is Jet Set Eleganza. Ginger Minj, Mrs. Kasha Davis and Violet Chachki receive positive critiques, with Ginger Minj winning the challenge. Katya, Miss Fame and Sasha Belle receive negative critiques, with Miss Fame being safe. Katya and Sasha Belle lip-sync to ""Twist of Fate"" by Olivia Newton-John. Katya wins the lip-sync and Sasha Belle sashays away.

Guest Judges: Jordin Sparks and Olivia Newton-John
Alternating Judge: Carson Kressley
Mini-Challenge: Give face while the pit-crew blows them with a leaf blower with special guest Moby.
Mini-Challenge Winners: Ginger Minj and Trixie Mattel
Maxi Challenge: Perform a mash-up of spoken word and song for a pre-flight safety video for Glamazonian Airways.
Runway Theme: Jet Set Eleganza
Challenge Winner: Ginger Minj 
Maxi Challenge Prize: Five-night luxury hotel accommodations courtesy of ""My Gay Getaway"".
Bottom Two: Katya and Sasha Belle
Lip Sync Song: ""Twist of Fate"" by Olivia Newton-John
Eliminated: Sasha Belle 
Farewell message: ""Love you, MEAN it! Ging for the win :)"""
"F10S07E03","F10S07","F10","3","""ShakesQueer""",2015-03-16,"For the mini-challenge, the queens must dress up in their finest ""granny drag"" and dance with walkers and canes. Kennedy Davenport and Max win the mini-challenge and become team captains for the main challenge. For the main challenge, the queens will star in two twisted Shakespeare classics: ""MacBitch"" and ""Romy and Juliet"". Kennedy chooses Jasmine Masters, Kandy Ho, Katya, Pearl and Violet Chachki, and they star in ""MacBitch"". Max chooses Ginger Minj, Jaidyn Diore Fierce, Miss Fame, Mrs. Kasha Davis and Trixie Mattel, and they star in ""Romy and Juliet"".
On the runway, category is Bearded and Beautiful. Team Max is the winning team, with Max winning the challenge. Team Kennedy is the losing team. Ru tells the team that they were very unprepared and should've been more prepared. Ru scolds the queens for being unprofessional and unprepared. Katya is the only queen to get positive critiques on this team, as she was prepared and had her lines all down. Jasmine Masters, Kennedy Davenport and Pearl receive negative critiques, with Pearl being safe. Jasmine Masters and Kennedy Davenport lip-sync to ""I Was Gonna Cancel"" by Kylie Minogue. Kennedy Davenport wins the lip-sync and Jasmine Masters sashays away.

Guest Judges: Mel B and Kat Dennings
Alternating Judge: Carson Kressley
Mini-Challenge: The queens dress up in their finest ""granny drag"" and dance with walkers and canes.
Mini-Challenge Winners: Kennedy Davenport and Max
Maxi Challenge: The queens ""Hamlet it up"" in two twisted Shakespeare classics: ""MacBitch"" and ""Romy and Juliet""
Runway Theme: Bearded and Beautiful
Challenge Winner: Max 
Maxi Challenge Prize: Two couture latex creations, courtesy of Syren Latex
Bottom Two: Jasmine Masters and Kennedy Davenport
Lip Sync Song: ""I Was Gonna Cancel"" by Kylie Minogue
Eliminated: Jasmine Masters
Farewell message: ""Best of Luck Ladies, Luv Jasmine"""
"F10S07E04","F10S07","F10","4","""Spoof! (There It Is)""",2015-03-23,"For this week's main challenge, the queens will create a music video parody by writing lyrics, doing vocals, and shoot a music video to one of RuPauls' songs. Team 1 consists of Jaidynn Diore Fierce, Max and Violet Chachki. They get RuPaul's ""Sissy That Walk"" and parody it to be ""Get Ready To Clock"". Team 2 consists of Ginger Minj, Kandy Ho, Kennedy Davenport and Mrs. Kasha Davis. They get RuPaul's ""Let the Music Play"" and parody it to be ""I Got Paid"". Team 3 consists of Katya, Miss Fame, Pearl and Trixie Mattel. They get RuPaul's ""Dance with U"" and parody it to be ""Tan with U"".
On the runway, category is Green. Katya, Jaidynn Diore Fierce and Kennedy Davenport receive positive critiques, with Kennedy Davenport winning the challenge. Kandy Ho, Pearl and Trixie Mattel receive negative critiques, with Kandy Ho being safe. Pearl and Trixie Mattel lip-sync to ""Dreaming"" by Blondie. Pearl wins the lip-sync and Trixie Mattel sashays away.

Guest Judges: Jessica Alba and Lucian Piane
Alternating Judge: Ross Mathews
Maxi Challenge: Create a music video parody by writing lyrics, doing vocals, and shoot a music video to one of RuPauls' songs.
Runway Theme: Green
Challenge Winner: Kennedy Davenport 
Maxi Challenge Prize: 3 year supply of essential family products from The Honest Company
Bottom Two: Pearl and Trixie Mattel
Lip Sync Song: ""Dreaming"" by Blondie
Eliminated: Trixie Mattel  
Farewell Message: ""Wear clown noses! Make fun of each other! Stay Plastic ❤ Trixie Mattel. P.S. Fame - I used your lipstick, sorry :)"""
"F10S07E05","F10S07","F10","5","""The DESPY Awards""",2015-03-30,"For the mini-challenge, the queens will be paired up and make their own paper versions of classic celebrity red carpet outfits. Katya and Mrs. Kasha Davis win the mini-challenge. For the main challenge, remaining in their pairs from the mini-challenge, the queens will come up with funny banter and take jabs at the other queens while presenting awards for different categories at the first ever DESPY Awards. Pairs are, Ginger Minj & Kandy Ho, Jaidynn Diore Fierce & Kennedy Davenport, Katya & Mrs. Kasha Davis, Max & Pearl and Miss Fame & Violet Chachki. Katya and Mrs. Kasha Davis are the hosts.
Awards are:

Sexy, Sexy Drag Queen, presented by Jaidynn Diore Fierce and Kennedy Davenport, won by Miss Fame
Most Busted Queen, presented by Max and Pearl, won by Jaidynn Diore Fierce
Shadiest Queen, presented by Ginger Minj and Kandy Ho, won by Violet Chachki
Meatiest Tuck, presented by Miss Fame and Violet Chachki, won by KatyaOn the runway, Jaidynn Diore Fierce, Kennedy Davenport, Max and Pearl receive positive critiques, with Max and Pearl both winning the challenge. Kandy Ho, Mrs. Kasha Davis and Violet Chachki receive negative critiques, with Violet Chachki being safe. Kandy Ho and Mrs. Kasha Davis lip-sync to ""Lovergirl"" by Teena Marie. Kandy Ho wins the lip-sync and Mrs. Kasha Davis sashays away.

Guest Judges: Isaac Mizrahi
Alternating Judge: Ross Mathews
Mini-Challenge: Make their own paper versions of classic celebrity red carpet outfits, working in pairs assigned by Ru.
Mini-Challenge Winners: Katya and Mrs. Kasha Davis
Maxi Challenge: Come up with funny banter and take jabs at the other queens while presenting awards for different categories at the first ever DESPY Awards.
Challenge Winners: Max and Pearl 
Maxi Challenge Prize: Custom jewel packages, courtesy of Fierce Drag Jewels
Bottom Two: Kandy Ho and Mrs. Kasha Davis
Lip Sync Song: ""Lovergirl"" by Teena Marie
Eliminated: Mrs. Kasha Davis 
Farewell message: ""Be good to yourself. Be good to one another. Love to the moon & back! xo MKD. (Go Ginger)"""
"F10S07E06","F10S07","F10","6","""Ru Hollywood Stories""",2015-04-06,"For this week's mini-challenge, the queens will gain points by selecting pit crew members while avoiding the one with a monster in his pants. Ginger Minj wins the mini-challenge. For the main challenge, the queens will reenact ""Whatever Happened to Merle Ginsberg"" from the point of view or Merle, RuPaul and Michelle Visage. Team 1 consists of Ginger Minj, Katya and Kennedy Davenport. Team 2 consists of Kandy Ho, Max and Violet Chachki. Team 3 consists of Jaidynn Diore Fierce, Miss Fame and Pearl.
On the runway, category is Death Becomes Her. Team 1 is the winning team, with Katya winning the challenge. Jaidynn Diore Fierce, Kandy Ho and Miss Fame receive negative critiques, with Miss Fame being safe. Jaidynn Diore Fierce and Kandy Ho lip-sync to ""Break Free"" by Ariana Grande. Jaidynn Diore Fierce wins the lip-sync and Kandy Ho sashays away.

Guest Judges: Ariana Grande and Merle Ginsberg
Alternating Judge: Ross Mathews
Mini-Challenge: Gain points by selecting pit crew members while avoiding the one with a monster in his pants.
Mini-Challenge Winner: Ginger Minj
Maxi Challenge: Reenact ""Whatever Happened to Merle Ginsberg"" from the point of view of Merle, RuPaul and Michelle Visage.
Runway Theme: Death Becomes Her
Challenge Winner: Katya
Maxi Challenge Prize: $2000 giftcard to FABRICplanet
Bottom Two: Jaidynn Diore Fierce and Kandy Ho
Lip Sync Song: ""Break Free"" by Ariana Grande
Eliminated: Kandy Ho
Farewell message: ""Everything happens 4 a reason, pero la vida continua! Big things will come! Kandy Ho xoxo"""
"F10S07E07","F10S07","F10","7","""Snatch Game""",2015-04-13,"For this week's main challenge, the queens will play the Snatch Game. Michael Urie and Tamar Braxton star as the celebrity contestants. The cast consisted of:

Ginger Minj as Adele
Jaidynn Diore Fierce as Raven-Symoné
Kennedy Davenport as Little Richard
Katya as Suze Orman
Max as Sharon Needles
Miss Fame as Donatella Versace
Pearl as Big Ang
Violet Chachki as Alyssa EdwardsOn the runway, category is Leather and Lace. Ginger Minj, Katya and Kennedy Davenport receive positive critiques, with Ginger Minj and Kennedy Davenport both winning the challenge. Jaidynn Diore Fierce, Max and Miss Fame receive negative critiques, with Miss Fame being safe. Jaidynn Diore Fierce and Max lip-sync to ""No More Lies"" by Michel'le. Jaidynn Diore Fierce wins the lip-sync and Max sashays away.

Guest Judge: Michael Urie and Tamar Braxton[17]
Alternating Judge: Ross Mathews
Maxi Challenge: Snatch Game
Runway Theme: Leather and Lace
Challenge Winner: Ginger Minj and Kennedy Davenport 
Maxi Challenge Prize: Feather accessories from Mother Plucker
Bottom Two: Jaidynn Diore Fierce and Max
Lip Sync Song: ""No More Lies"" by Michel'le
Eliminated: Max 
Farewell message: ""Stay kind. Stay gracious. Stay humble. I love you, darlings. Xx Max"""
"F10S07E08","F10S07","F10","8","""Conjoined Queens""",2015-04-20,"For this week's mini-challenge, the queens will recreate prison uniforms as ""Orange is the new Drag"" fashion looks. Kennedy Davenport wins the mini-challenge. For the main challenge, the queens will participate in the makeover challenge. RuPaul then invites all the previously eliminated queens back to the competition. It is then announced that the competing queens will create a conjoined twin with an eliminated queen. Ru then announces that whichever pair wins, the eliminated partner in that pair, will return to the competition. As winning the mini-challenge, Kennedy Davenport gets to assign the pairs. She chooses Jasmine Masters for herself. She then pairs Ginger Minj with Sasha Belle, Jaidynn Diore Fierce with Tempest DuJour, Katya with Mrs. Kasha Davis, Miss Fame with Kandy Ho, Pearl with Trixie Mattel, and Violet Chachki with Max.
On the runway, Katya, Pearl and Violet Chachki receive positive critiques, with Pearl winning the challenge, meaning Trixie Mattel has returned to the competition. Ginger Minj, Jaidynn Diore Fierce and Miss Fame receive negative critiques, with Miss Fame being safe. Ginger Minj and Jaidynn Diore Fierce lip-sync to ""I Think We're Alone Now"" by Tiffany along with their conjoined twinse Sasha Belle and Tempest DuJour, respectively. Ginger Minj wins the lip-sync and Jaidynn Diore Fierce sashays away.

Guest Judge: LeAnn Rimes and Nelsan Ellis[18]
Alternating Judge: Ross Mathews
Mini-Challenge: Recreate prison uniforms as ""Orange is the new Drag"" fashion looks with special guest Latrice Royale.
Mini-Challenge Winner: Kennedy Davenport
Maxi Challenge: Create a conjoined twin makeover with a previously eliminated queen.
Challenge Winner: Pearl
Maxi Challenge Prize: A custom website by Square Space
Returned: Trixie Mattel
Bottom Two: Ginger Minj (with Sasha Belle) and Jaidynn Diore Fierce (with Tempest DuJour)
Lip Sync Song: ""I Think We're Alone Now"" by Tiffany
Eliminated: Jaidynn Diore Fierce
Farewell message:""Stay Fierce! Werq that puss! I love you all xoxo Jaidynn Diore Fierce ♥"""
"F10S07E09","F10S07","F10","9","""Divine Inspiration""",2015-04-27,"For this week's mini-challenge, the queens will read each other. Trixie Mattel wins the mini-challenge. For the main challenge, in teams, the queens will create musical versions of iconic films from John Waters. Team 1 consists of Ginger Minj and Trixie Mattel. Their movie is ""Pink Flamingos"" and their song is called ""Eggs"". Team 2 consists of Katya and Kennedy Davenport. Their movie is ""Female Trouble"" and their song is called ""Cha Cha Heels"". Team 3 consists of Miss Fame, Pearl and Violet Chachki. Their movie is ""Pink Flamingos"" and their song is called ""Poo"".
On the runway, category is Ugliest Dress. Ginger Minj, Katya and Kennedy Davenport receive positive critiques, with Ginger Minj winning the challenge. Miss Fame, Pearl and Violet Chachki receive negative critiques, with Violet Chachki being safe. Miss Fame and Pearl lip-sync to ""Really Don't Care"" by Demi Lovato ft. Cher Lloyd. Pearl wins the lip-sync and Miss Fame sashays away.

Guest Judge: Demi Lovato and John Waters
Alternating Judge: Carson Kressley
Mini-Challenge: Reading is Fundamental
Mini-Challenge Winner: Trixie Mattel
Maxi Challenge: Musical versions of John Waters' most iconic films
Runway Theme: Ugliest Dress
Challenge Winner: Ginger Minj 
Maxi Challenge Prize: A hair collection by Weavin' Steven
Bottom Two: Miss Fame and Pearl
Lip Sync Song: ""Really Don't Care"" by Demi Lovato ft. Cher Lloyd
Eliminated: Miss Fame
Farewell message: ""Continue to inspire. You are incredible! I love you. FAME."""
"F10S07E10","F10S07","F10","10","""Prancing Queens""",2015-05-04,"For this week's mini-challenge, the queens will create a ""Fake Housewives of Drag Race"" look using tape. Violet Chachki wins the mini-challenge. For the main challenge, the queens will dance live in a live drag dance spectacular in pairs. The first pair is Kennedy Davenport and Pearl. Their dances are the Charleston and the Twerk. The second pair is Ginger Minj and Trixie Mattel. Their dances are the Hoedown and the Robot. The third pair is Katya and Violet Chachki. Their dances are the Tango and the Vogue.
On the runway, category is Half Man, Half Queen. Ru tells the queens that this week will be judged in pairs. Katya and Violet Chachki win the challenge. Ginger Minj and Trixie Mattel are the bottom two and lip-sync to ""Show Me Love"" by Robin S. Ginger Minj wins the lip-sync and Trixie Mattel sashays away.

Guest Judge: Alyssa Milano and Rachael Harris
Alternating Judge: Carson Kressley
Mini-Challenge: Create a ""Fake Housewives of Drag Race"" look using tape
Mini-Challenge Winner: Violet Chachki
Maxi Challenge: Dancing in a live drag dance spectacular[19]
Runway Theme: Half Man, Half Queen
Challenge Winner: Katya and Violet Chachki
Maxi Challenge Prize: An original gown from Mountbatten Concepts and a gift card from Klein Epstein & Parker
Bottom Two: Ginger Minj and Trixie Mattel
Lip Sync Song: ""Show Me Love"" by Robin S.
Eliminated: Trixie Mattel 
Farewell message: ""WTF Just Happened?!? #GirlBye, Thx Pearl. Stay Plastic ♥ Spoiler Alert Trixie Mattel Doesn't Win LOL"""
"F10S07E11","F10S07","F10","11","""Hello, Kitty Girls!""",2015-05-11,"For this week's mini-challenge, the queens will have a bitchfest with puppets. Ginger Minj wins the mini-challenge. For the main challenge, the queens make two looks based on Hello Kitty: Hello Kitty BFF and Hello Kitty Eleganza.
On the runway, Ginger Minj, Pearl and Violet Chachki receive positive critiques, with Violet Chachki winning the challenge. Katya and Kennedy Davenport are the bottom two and lip-sync to ""Roar"" by Katy Perry. Kennedy Davenport wins the lip-sync and Katya sashays away.

Guest Judge: Rebecca Romijn and Santino Rice
Alternating Judge: Carson Kressley
Mini-Challenge: Everybody Loves Puppets
Mini-Challenge Winner: Ginger Minj
Maxi Challenge: Create two looks based on Hello Kitty: Hello Kitty BFF and Hello Kitty Eleganza
Challenge Winner: Violet Chachki
Maxi Challenge Prize: Hello Kitty Extravaganza Package
Bottom Two: Katya and Kennedy Davenport
Lip Sync Song: ""Roar"" by Katy Perry
Eliminated: Katya
Farewell message: ""Девочки! Я вас люблю! If you need me, you know where to find me. (The dumpster out back) XOXO Katya AKA The Brooke Hogan of drag AKA Diarrhea Perlman ♥♥♥"""
"F10S07E12","F10S07","F10","12","""And the Rest Is Drag""",2015-05-18,"For the final challenge of the season, the queens will star in the music video for RuPaul's single ""Born Naked"". The queens then walk the runway one last time. For the final time, all queens lip-sync for their life to ""Born Naked"" by RuPaul ft. Clairy Browne. Kennedy Davenport is eliminated. 

Alternating Judges: Ross Mathews and Carson Kressley
Maxi Challenge: Star in the music video for RuPaul's single ""Born Naked""
Runway Theme: Best Drag
Lip Sync Song: ""Born Naked"" by RuPaul ft. Clairy Browne
Eliminated: Kennedy Davenport"
"F10S07E13","F10S07","F10","13","""Countdown to the Crown""",2015-05-25,"This episode took a look back on the highlights, low-lights, and previously unseen footage from the season using various countdowns. The show included commentary from past contestants including Adore Delano, Alaska, Alyssa Edwards, Bianca Del Rio, Jinkx Monsoon, Jujubee, Latrice Royale, Raja, Raven and Sharon Needles."
"F10S07E14","F10S07","F10","14","""Grand Finale""",2015-06-01,"All the queens are back for the reunion and finale. For the first time, the finalists all lip-sync to a song specifically written for them. Ginger Minj lip-syncs to ""Pray and Slay"", Pearl lip-syncs to ""Sleep Walker"" and Violet Chachki lip-syncs to ""Too Many Daddies"". It is then announced that Katya has won Miss Congeniality. It is then announced that Violet Chachki is the winner, leaving Ginger Minj and Pearl as the runners-up.

Finals venue: Orpheum Theatre
Miss Congeniality: Katya
Runners-up: Ginger Minj and Pearl
Winner of RuPaul's Drag Race Season Seven: Violet Chachki"
